ds,2020,"Softw. Pract. Exp.","Orthogonal persistence in nonvolatile memory architectures: A persistent heap design and its implementation for a Java Virtual Machine.",db/journals/spe/spe50.html#PerezNMMR20
ds,2020,"Softw. Pract. Exp.","MOAManager: A tool to support data stream experiments.",db/journals/spe/spe50.html#MacielSB20
arch,2020,"Concurr. Comput. Pract. Exp.","Optimizing parameter sensitivity analysis of large-scale microscopy image analysis workflows with multilevel computation reuse.",db/journals/concurrency/concurrency32.html#BarreirosMKKMST20
arch,2020,"Concurr. Comput. Pract. Exp.","Using GPU to accelerate the pairwise structural RNA alignment with base pair probabilities.",db/journals/concurrency/concurrency32.html#SundfeldTHGM20
arch,2019,"Concurr. Comput. Pract. Exp.","MASA-OpenCL: Parallel pruned comparison of long DNA sequences with OpenCL.",db/journals/concurrency/concurrency31.html#FigueiredoSRTM19
ds,2019,"Concurr. Comput. Pract. Exp.","Statistical analysis of Amazon EC2 cloud pricing models.",db/journals/concurrency/concurrency31.html#PortellaRNM19
arch,2019,"Concurr. Comput. Pract. Exp.","On the parallelization of Hirschberg's algorithm for multi-core and many-core systems.",db/journals/concurrency/concurrency31.html#JrSR19
arch,2019,"Concurr. Comput. Pract. Exp.","DTM@GPU: Characterizing and evaluating trace redundancy in GPU.",db/journals/concurrency/concurrency31.html#MarzuloSNBCCOAF19
arch,2019,"Concurr. Comput. Pract. Exp.","DF-DTM: Dynamic Task Memoization and reuse in dataflow.",db/journals/concurrency/concurrency31.html#RouberteSNMAF19
ds,2019,"Concurr. Comput. Pract. Exp.","A general-purpose distributed computing Java middleware.",db/journals/concurrency/concurrency31.html#AlmeidaCRSRGPDS19
arch,2019,"Concurr. Comput. Pract. Exp.","DaC-Join: A join operator for improving database performance on modern hardware.",db/journals/concurrency/concurrency31.html#AlencarBMF19
arch,2019,"Concurr. Comput. Pract. Exp.","A comprehensive performance evaluation of the BinLPT workload-aware loop scheduler.",db/journals/concurrency/concurrency31.html#PennaGCPFBM19
arch,2019,"Concurr. Comput. Pract. Exp.","Optimizing multi-tier application performance with interference and affinity-aware placement algorithms.",db/journals/concurrency/concurrency31.html#LudwigXKCR19
arch,2019,"Concurr. Comput. Pract. Exp.","New advances in high-performance computing systems.",db/journals/concurrency/concurrency31.html#BoeresBM19
arch,2020,"Concurr. Comput. Pract. Exp.","OLAP parallel query processing in clouds with C-ParGRES.",db/journals/concurrency/concurrency32.html#RibeiroLO20
arch,2019,"Concurr. Comput. Pract. Exp.","A hybrid CPU-GPU-MIC algorithm for minimal hitting set enumeration.",db/journals/concurrency/concurrency31.html#Carastan-Santos19
arch,2019,"Concurr. Comput. Pract. Exp.","Optimized implementation of QC-MDPC code-based cryptography.",db/journals/concurrency/concurrency31.html#GuimaraesAB19
ds,2019,"Concurr. Comput. Pract. Exp.","Measuring the impact of data center failures on a cloud-based emergency medical call system.",db/journals/concurrency/concurrency31.html#GomesSRGMKSE19
arch,2020,"Concurr. Comput. Pract. Exp.","Accelerating simulations of cardiac electrical dynamics through a multi-GPU platform and an optimized data structure.",db/journals/concurrency/concurrency32.html#VasconcellosCFZ20
arch,2019,"Concurr. Comput. Pract. Exp.","Maximizing the GPU resource usage by reordering concurrent kernels submission.",db/journals/concurrency/concurrency31.html#CruzBLVCCD19
arch,2019,"Concurr. Comput. Pract. Exp.","Evaluating optimizations that reduce global memory accesses of stencil computations in GPGPUs.",db/journals/concurrency/concurrency31.html#NasciuttiPL19
arch,2020,"Concurr. Comput. Pract. Exp.","Fully automatic model-based segmentation and classification approach for MRI brain tumor using artificial neural networks.",db/journals/concurrency/concurrency32.html#NMMIRA20
arch,2019,"Concurr. Comput. Pract. Exp.","Measuring the impact of data center failures on a cloud-based emergency medical call system.",db/journals/concurrency/concurrency31.html#GomesSRGMKSE19
arch,2019,"Concurr. Comput. Pract. Exp.","Performance modeling of a geophysics application to accelerate over-decomposition parameter tuning through simulation.",db/journals/concurrency/concurrency31.html#TesserSLHDN19
ds,2019,"Concurr. Comput. Pract. Exp.","RT-JADE: A preemptive real-time scheduling middleware for mobile agents.",db/journals/concurrency/concurrency31.html#FilgueirasRRSN19
arch,2018,"Concurr. Comput. Pract. Exp.","On the use of HCM to develop a resource allocation algorithm for heterogeneous clusters.",db/journals/concurrency/concurrency30.html#SoaresSL18
arch,2019,"Concurr. Comput. Pract. Exp.","Toward a monitoring and threat detection system based on stream processing as a virtual network function for big data.",db/journals/concurrency/concurrency31.html#LopezMDP19
arch,2019,"Concurr. Comput. Pract. Exp.","A comprehensive performance evaluation of the BinLPT workload-aware loop scheduler.",db/journals/concurrency/concurrency31.html#PennaGCPFBM19
arch,2019,"Concurr. Comput. Pract. Exp.","Energy efficiency and I/O performance of low-power architectures.",db/journals/concurrency/concurrency31.html#PavanLMBPBNM19
arch,2019,"Concurr. Comput. Pract. Exp.","Parallel rule-based selective sampling and on-demand learning to rank.",db/journals/concurrency/concurrency31.html#FreitasSMRSG19
theory,2020,"Theor. Comput. Sci.","Practical regular expression constrained sequence alignment.",db/journals/tcs/tcs815.html#NavarreteT20
ds,2020,"Softw. Pract. Exp.","Optimizing computational resource management for the scientific gateways ecosystems based on the service-oriented paradigm.",db/journals/spe/spe50.html#OliveiraEDPCDR20
ds,2020,"J. Syst. Softw.","Scalability Assessment of Microservice Architecture Deployment Configurations: A Domain-based Approach Leveraging Operational Profiles and Load Tests.",db/journals/jss/jss165.html#AvritzerFJRHSMR20
ds,2020,"Softw. Pract. Exp.","Availability analysis of design configurations to compose virtual performance-optimized data center systems in next-generation cloud data centers.",db/journals/spe/spe50.html#RosendoGSSMKSGM20
se,2020,"J. Syst. Softw.","Leading successful government-academia collaborations using FLOSS and agile values.",db/journals/jss/jss164.html#WenSLCTKM20
ds,2020,"Concurr. Comput. Pract. Exp.","ControlChain: A new stage on the IoT access control authorization.",db/journals/concurrency/concurrency32.html#PinnoGB20
ds,2020,"Concurr. Comput. Pract. Exp.","An adaptive replica placement approach for distributed key-value stores.",db/journals/concurrency/concurrency32.html#FilhoCMM20
ds,2020,"Softw. Pract. Exp.","A real-time attack defense framework for 5G network slicing.",db/journals/spe/spe50.html#BonfimSDF20
se,2020,"J. Syst. Softw.","A refinement checking based strategy for component-based systems evolution.",db/journals/jss/jss167.html#DihegoSO20
se,2020,"J. Syst. Softw.","When to update systematic literature reviews in software engineering.",db/journals/jss/jss167.html#MendesWFK20
se,2020,"J. Syst. Softw.","Model-based testing of software product lines: Mapping study and research roadmap.",db/journals/jss/jss167.html#PetryOZ20
se,2020,"J. Syst. Softw.","Code smells and refactoring: A tertiary systematic review of challenges and observations.",db/journals/jss/jss167.html#LacerdaPPG20
ds,2020,"Concurr. Comput. Pract. Exp.","A unified model for accelerating unsupervised iterative re-ranking algorithms.",db/journals/concurrency/concurrency32.html#PisaniVPTBB20
ds,2020,"Concurr. Comput. Pract. Exp.","Machine learning algorithms to detect DDoS attacks in SDN.",db/journals/concurrency/concurrency32.html#SantosSSRM20
theory,2020,"Theor. Comput. Sci.","PSPACE-completeness of two graph coloring games.",db/journals/tcs/tcs824.html#CostaPSS20
pl,2020,"Sci. Comput. Program.","A type-directed algorithm to generate random well-typed Java 8 programs.",db/journals/scp/scp196.html#FeitosaRB20
formal,2020,"Sci. Comput. Program.","Use case evolution analysis based on graph transformation with negative application conditions.",db/journals/scp/scp198.html#0001DMCCB20
ds,2020,"J. Syst. Softw.","Towards the adoption of OMG standards in the development of SOA-based IoT systems.",db/journals/jss/jss169.html#CostaPD20
se,2020,"J. Syst. Softw.","SpongeBugs: Automatically generating fix suggestions in response to static code analysis warnings.",db/journals/jss/jss168.html#MarcilioFBP20
se,2020,"J. Syst. Softw.","PRISE: A process to support iStar extensions.",db/journals/jss/jss168.html#GoncalvesAC20
formal,2020,"Sci. Comput. Program.","The CLEARSY safety platform: 5 years of research, development and deployment.",db/journals/scp/scp199.html#LecomteDFO20
formal,2020,"Sci. Comput. Program.","Formalizing the dependency pair criterion for innermost termination.",db/journals/scp/scp195.html#AlmeidaA20
pl,2020,"Sci. Comput. Program.","Revisiting monitors.",db/journals/scp/scp196.html#SantosRI20
se,2020,"Softw. Pract. Exp.","Privacy and security constraints for code contributions.",db/journals/spe/spe50.html#AndradeB20
se,2020,"Sci. Comput. Program.","A domain-specific language for verifying software requirement constraints.",db/journals/scp/scp197.html#VidalMR20
arch,2020,"Concurr. Comput. Pract. Exp.","Static job scheduling for environments with vertical elasticity.",db/journals/concurrency/concurrency32.html#KlohRBSF20
arch,2020,"Concurr. Comput. Pract. Exp.","High-performance computing for computational science.",db/journals/concurrency/concurrency32.html#CostaS20
arch,2020,"Concurr. Comput. Pract. Exp.","Performance evaluation of single vs. batch of queries on GPUs.",db/journals/concurrency/concurrency32.html#GaiosoCGS20
arch,2020,"Concurr. Comput. Pract. Exp.","Task-based parallel strategies for computational fluid dynamic application in heterogeneous CPU/GPU resources.",db/journals/concurrency/concurrency32.html#NesiSSN20
theory,2020,"Theor. Comput. Sci.","Synthesis of quantifier-free DNF sentences from inconsistent samples of strings with EF games and SAT.",db/journals/tcs/tcs843.html#RochaMF20a
theory,2020,"Theor. Comput. Sci.","Randomized approximation scheme for Steiner Multi Cycle in the Euclidean plane.",db/journals/tcs/tcs835.html#LintzmayerMMX20
theory,2020,"Theor. Comput. Sci.","Computing the hull number in Δ-convexity.",db/journals/tcs/tcs844.html#AnandACDR20
formal,2021,"Sci. Comput. Program.","A family of multi-concept program synthesisers in Alloy.",db/journals/scp/scp201.html#CorreiaIM21
formal,2021,"Sci. Comput. Program.","Validating, verifying and testing timed data-flow reactive systems in Coq from controlled natural-language requirements.",db/journals/scp/scp201.html#CarvalhoM21
ds,2020,"Softw. Pract. Exp.","Analyzing spatial analytics systems based on Hadoop and Spark: A user perspective.",db/journals/spe/spe50.html#CastroCC20
se,2021,"J. Syst. Softw.","Accessibility and Software Engineering Processes: A Systematic Literature Review.",db/journals/jss/jss171.html#PaivaFF21
se,2021,"J. Syst. Softw.","Are game engines software frameworks? A three-perspective study.",db/journals/jss/jss171.html#PolitowskiPMVG21
theory,2021,"Theor. Comput. Sci.","Local-entity resolution for building location-based social networks by using stay points.",db/journals/tcs/tcs851.html#MinatelFL21
se,2021,"J. Syst. Softw.","Initiatives and challenges of using gamification in software engineering: A Systematic Mapping.",db/journals/jss/jss173.html#PortoJFF21
se,2021,"J. Syst. Softw.","Initiatives and challenges of using gamification in software engineering: A Systematic Mapping.",db/journals/jss/jss173.html#PortoJFF21
se,2021,"Softw. Pract. Exp.","APISonar: Mining API usage examples.",db/journals/spe/spe51.html#Hora21
pl,2021,"Softw. Pract. Exp.","Practical dynamic reconstruction of control flow graphs.",db/journals/spe/spe51.html#RimsaAP21
arch,2021,"Concurr. Comput. Pract. Exp.","A CPU-FPGA heterogeneous approach for biological sequence comparison using high-level synthesis.",db/journals/concurrency/concurrency33.html#JorgeNMG21
ds,2021,"Concurr. Comput. Pract. Exp.","Towards optimizing the execution of spark scientific workflows using machine learning-based parameter tuning.",db/journals/concurrency/concurrency33.html#OliveiraPBO21
ds,2021,"Concurr. Comput. Pract. Exp.","Highly collaborative distributed systems: Synthesis and enactment at work.",db/journals/concurrency/concurrency33.html#AutiliPLTKS21
theory,2021,"Theor. Comput. Sci.","A computational complexity comparative study of graph tessellation problems.",db/journals/tcs/tcs858.html#AbreuCFKMPP21
se,2021,"J. Syst. Softw.","Ensemble Effort Estimation using dynamic selection.",db/journals/jss/jss175.html#CabralO21
se,2021,"Softw. Pract. Exp.","What factors influence the lifetime of pull requests?",db/journals/spe/spe51.html#SoaresJMP21
se,2021,"J. Syst. Softw.","Accessibility in the mobile development industry in Brazil: Awareness, knowledge, adoption, motivations and barriers.",db/journals/jss/jss177.html#LeiteSFE21
ds,2021,"Softw. Pract. Exp.","Aggregating data center measurements for availability analysis.",db/journals/spe/spe51.html#RochaSSBMGMMWKS21
se,2021,"J. Syst. Softw.","A systematic literature review and taxonomy of modern code review.",db/journals/jss/jss177.html#DavilaN21
se,2021,"J. Syst. Softw.","Tigris: A DSL and framework for monitoring software systems at runtime.",db/journals/jss/jss177.html#MertzN21
ds,2021,"Softw. Pract. Exp.","ARTful: A model for user-defined schedulers targeting multiple high-performance computing runtime systems.",db/journals/spe/spe51.html#SantanaFCPM21
ds,2021,"Softw. Pract. Exp.","Providing high-level self-adaptive abstractions for stream parallelism on multicores.",db/journals/spe/spe51.html#VogelGF21
se,2021,"Softw. Pract. Exp.","Migrating production monolithic systems to microservices using aspect oriented programming.",db/journals/spe/spe51.html#FreireSCMM21
arch,2021,"Concurr. Comput. Pract. Exp.","Enabling heterogeneous ray-tracing acceleration in edge/cloud architectures.",db/journals/concurrency/concurrency33.html#SampaioSN21
ds,2021,"Concurr. Comput. Pract. Exp.","An incremental reinforcement learning scheduling strategy for data-intensive scientific workflows in the cloud.",db/journals/concurrency/concurrency33.html#NascimentoSPO21
ds,2021,"Concurr. Comput. Pract. Exp.","Novel parallel processing techniques for IoT-based machine learning applications.",db/journals/concurrency/concurrency33.html#BentesFMMP21
ds,2021,"Concurr. Comput. Pract. Exp.","An incremental reinforcement learning scheduling strategy for data-intensive scientific workflows in the cloud.",db/journals/concurrency/concurrency33.html#NascimentoSPO21
ds,2021,"Concurr. Comput. Pract. Exp.","Neuro-fuzzy model for HELLP syndrome prediction in mobile cloud computing environments.",db/journals/concurrency/concurrency33.html#MoreiraRAKA21
arch,2021,"Concurr. Comput. Pract. Exp.","Gamma - General Abstract Model for Multiset mAnipulation and dynamic dataflow model: An equivalence study.",db/journals/concurrency/concurrency33.html#MelloAAMPF21
arch,2021,"Concurr. Comput. Pract. Exp.","Latency-aware adaptive micro-batching techniques for streamed data compression on graphics processing units.",db/journals/concurrency/concurrency33.html#SteinRGTMDF21
formal,2021,"Theor. Comput. Sci.","Dynamic Preference Logic meets iterated belief change: Representation results and postulates characterization.",db/journals/tcs/tcs872.html#SouzaVM21
theory,2021,"Theor. Comput. Sci.","Analyzing the quality of local and global multidimensional projections using performance evaluation planning.",db/journals/tcs/tcs872.html#CoimbraMMNDP21
theory,2021,"Theor. Comput. Sci.","Recoloring subgraphs of  for sports scheduling.",db/journals/tcs/tcs877.html#UrrutiaWJ21
se,2021,"J. Syst. Softw.","Characterizing top ranked code examples in Google.",db/journals/jss/jss178.html#Hora21
se,2021,"J. Syst. Softw.","Evaluating T-wise testing strategies in a community-wide dataset of configurable software systems.",db/journals/jss/jss179.html#FerreiraVDF21
se,2021,"J. Syst. Softw.","Three decades of software reference architectures: A systematic mapping study.",db/journals/jss/jss179.html#GarcesMOVAFN21
arch,2021,"ACM Trans. Archit. Code Optim.","KernelFaRer: Replacing Native-Code Idioms with High-Performance Library Calls.",db/journals/taco/taco18.html#CarvalhoKKABMA21
arch,2021,"Softw. Pract. Exp.","A lightweight virtualization model to enable edge computing in deeply embedded systems.",db/journals/spe/spe51.html#TiburskiMFMH21
arch,2021,"Concurr. Comput. Pract. Exp.","Memory allocation anomalies in high-performance computing applications: A study with numerical simulations.",db/journals/concurrency/concurrency33.html#GomesMSM21
arch,2021,"Concurr. Comput. Pract. Exp.","High-performance IO for seismic processing on the cloud.",db/journals/concurrency/concurrency33.html#GuimaraesLRB21
arch,2021,"Concurr. Comput. Pract. Exp.","Smart selection of optimizations in dynamic compilers.",db/journals/concurrency/concurrency33.html#RosarioSCNBB21
arch,2021,"Concurr. Comput. Pract. Exp.","Contextual contracts for component-oriented resource abstraction in a cloud of high performance computing services.",db/journals/concurrency/concurrency33.html#JuniorAD21
arch,2021,"Concurr. Comput. Pract. Exp.","An open computing language-based parallel Brute Force algorithm for formal concept analysis on heterogeneous architectures.",db/journals/concurrency/concurrency33.html#NovaisMSSF21
arch,2021,"Concurr. Comput. Pract. Exp.","Energy efficiency and portability of oil and gas simulations on multicore and graphics processing unit architectures.",db/journals/concurrency/concurrency33.html#SerpaPCMPACN21
arch,2021,"Concurr. Comput. Pract. Exp.","Structural testing for communication events into loops of message-passing parallel programs.",db/journals/concurrency/concurrency33.html#DiazSS21
arch,2021,"Concurr. Comput. Pract. Exp.","Investigating memory prefetcher performance over parallel applications: From real to simulated.",db/journals/concurrency/concurrency33.html#GirelliMSCN21
ds,2019,"Concurr. Comput. Pract. Exp.","Dependability analysis of a cyber-physical system for smart environments.",db/journals/concurrency/concurrency31.html#AndradeNCA19
se,2021,"J. Syst. Softw.","Improved retrieval of programming solutions with code examples using a multi-featured score.",db/journals/jss/jss181.html#SilvaRDRKM21
theory,2021,"Theor. Comput. Sci.","On the proper orientation number of chordal graphs.",db/journals/tcs/tcs888.html#AraujoCLSS21
theory,2021,"Theor. Comput. Sci.","Succinct certification of monotone circuits.",db/journals/tcs/tcs889.html#AlvesOSS21
se,2022,"J. Syst. Softw.","Cataloging dependency injection anti-patterns in software systems.",db/journals/jss/jss184.html#LaignerMGK22
se,2022,"J. Syst. Softw.","How are framework code samples maintained and used by developers? The case of Android and Spring Boot.",db/journals/jss/jss185.html#MenezesCH22
se,2022,"J. Syst. Softw.","SEXTAMT: A systematic map to navigate the wide seas of factors affecting expert judgment software estimates.",db/journals/jss/jss185.html#MatsubaraGSC22
se,2022,"J. Syst. Softw.","Moderator factors of software security and performance verification.",db/journals/jss/jss184.html#RibeiroCT22
se,2021,"Softw. Pract. Exp.","Comparative study of support vector machines and random forests machine learning algorithms on credit operation.",db/journals/spe/spe51.html#TelesRRK21
se,2022,"J. Syst. Softw.","Exploring the use of static and dynamic analysis to improve the performance of the mining sandbox approach for android malware identification.",db/journals/jss/jss183.html#CostaMMSSBNR22
se,2022,"J. Syst. Softw.","Prevalence, common causes and effects of technical debt: Results from a family of surveys with the IT industry.",db/journals/jss/jss184.html#RamacMTRFPCCPLI22
se,2022,"J. Syst. Softw.","Architectural conformance checking for KDM-represented systems.",db/journals/jss/jss183.html#LandiMSCDC22
ds,2021,"Concurr. Comput. Pract. Exp.","Wild boar recognition using convolutional neural networks.",db/journals/concurrency/concurrency33.html#JuniorPOAPB21
ds,2021,"Concurr. Comput. Pract. Exp.","Improved publicly verifiable auditing protocol for cloud storage.",db/journals/concurrency/concurrency33.html#ZhangLONSW21
ds,2020,"Concurr. Comput. Pract. Exp.","An evaluation of MPI and OpenMP paradigms in finite-difference explicit methods for PDEs on shared-memory multi- and manycore systems.",db/journals/concurrency/concurrency32.html#CabralOOCBK20
se,2022,"Softw. Pract. Exp.","How the adoption of feature toggles correlates with branch merges and defects in open-source projects?",db/journals/spe/spe52.html#PrutchiJM22
ds,2022,"Concurr. Comput. Pract. Exp.","A fast and accurate threat detection and prevention architecture using stream processing.",db/journals/concurrency/concurrency34.html#LobatoLCDP22
formal,2022,"Sci. Comput. Program.","A two-level formal model for Big Data processing programs.",db/journals/scp/scp215.html#NetoMVM22
se,2022,"J. Syst. Softw.","On the evaluation of usability design guidelines for improving network monitoring tools interfaces.",db/journals/jss/jss187.html#SilveiraZSV22
ds,2022,"Softw. Pract. Exp.","PSSCC: Provably secure communication framework for crowdsourced industrial Internet of Things environments.",db/journals/spe/spe52.html#DharminderMRRS22
se,2022,"J. Syst. Softw.","Preventing accessibility barriers: Guidelines for using user interface design patterns in mobile applications.",db/journals/jss/jss186.html#ZainaFCNP22
theory,2022,"Sci. Comput. Program.","Introduction to reversal fuzzy switch graph.",db/journals/scp/scp216.html#CamposSMF22
se,2022,"J. Syst. Softw.","How has design thinking being used and integrated into software development activities? A systematic mapping.",db/journals/jss/jss187.html#PariziPMC22
se,2022,"J. Syst. Softw.","Software product line scoping: A systematic literature review.",db/journals/jss/jss186.html#MarchezanRABBC22
arch,2022,"Concurr. Comput. Pract. Exp.","Experience of using graphical processing unit in power flow computation.",db/journals/concurrency/concurrency34.html#DaibesFSCZ22
arch,2022,"Concurr. Comput. Pract. Exp.","Self-adaptation on parallel stream processing: A systematic review.",db/journals/concurrency/concurrency34.html#VogelGDF22
theory,2022,"Theor. Comput. Sci.","PSPACE-hardness of variants of the graph coloring game.",db/journals/tcs/tcs909.html#LimaMMS22
theory,2022,"Theor. Comput. Sci.","On knot-free vertex deletion: Fine-grained parameterized complexity analysis of a deadlock resolution graph problem.",db/journals/tcs/tcs909.html#CarneiroPS22
theory,2022,"Theor. Comput. Sci.","The hull number in the convexity of induced paths of order 3.",db/journals/tcs/tcs906.html#DouradoPR22
pl,2022,"Softw. Pract. Exp.","The effect of distance metrics in a general purpose synthesizer: An empirical study on integer domain imperative programs.",db/journals/spe/spe52.html#CorreiaIM22
se,2022,"Softw. Pract. Exp.","On the (un-)adoption of JavaScript front-end frameworks.",db/journals/spe/spe52.html#FerreiraBV22
formal,2022,"Sci. Comput. Program.","High-level axioms for graphical linear algebra.",db/journals/scp/scp218.html#PaixaoRS22
se,2022,"J. Syst. Softw.","An architecture for mission coordination of heterogeneous robots.",db/journals/jss/jss191.html#RodriguesCAMRP22
ds,2022,"Concurr. Comput. Pract. Exp.","Workflow provenance in the lifecycle of scientific machine learning.",db/journals/concurrency/concurrency34.html#SouzaALSTBCBMVM22
theory,2022,"Theor. Comput. Sci.","Spy game: FPT-algorithm, hardness and graph products.",db/journals/tcs/tcs923.html#CostaMS22
se,2022,"J. Syst. Softw.","What factors affect the UX in mobile apps? A systematic mapping study on the analysis of app store reviews.",db/journals/jss/jss193.html#NakamuraOORC22
se,2018,"J. Syst. Softw.","Developing and using checklists to improve software effort estimation: A multi-case study.",db/journals/jss/jss146.html#UsmanPBN18
pl,2022,"ACM Trans. Archit. Code Optim.","Using Barrier Elision to Improve Transactional Code Generation.",db/journals/taco/taco19.html#HonorioCMBA22
theory,2022,"Theor. Comput. Sci.","On the probe problem for (, )-well-coveredness: Algorithms and complexity.",db/journals/tcs/tcs932.html#FariaS22
theory,2022,"Theor. Comput. Sci.","Computing the best-case energy complexity of satisfying assignments in monotone circuits.",db/journals/tcs/tcs932.html#SilvaS22
ds,2022,"J. Syst. Softw.","IADA: A dynamic interference-aware cloud scheduling architecture for latency-sensitive workloads.",db/journals/jss/jss194.html#MeyerSKR22
pl,2022,"Softw. Pract. Exp.","Automatic inspection of program state in an uncooperative environment.",db/journals/spe/spe52.html#MagalhaesLP22
se,2022,"J. Syst. Softw.","Identification and measurement of Requirements Technical Debt in software development: A systematic literature review.",db/journals/jss/jss194.html#MeloFLS22
theory,2023,"Theor. Comput. Sci.","The connected greedy coloring game.",db/journals/tcs/tcs940.html#LimaMMS23
se,2021,"J. Syst. Softw.","A holistic approach for cross-platform software development.",db/journals/jss/jss179.html#BlancoL21
theory,2021,"Theor. Comput. Sci.","A new approach to regular & indeterminate strings.",db/journals/tcs/tcs854.html#LouzaMS21
se,2023,"J. Syst. Softw.","Ensemble Effort Estimation: An updated and extended systematic literature review.",db/journals/jss/jss195.html#CabralOS23
se,2023,"J. Syst. Softw.","The perspective of Brazilian software developers on data privacy.",db/journals/jss/jss195.html#PeixotoFCSVAG23
ds,2023,"Softw. Pract. Exp.","NAS Parallel Benchmarks with CUDA and beyond.",db/journals/spe/spe53.html#AraujoGRDF23
ds,2023,"Softw. Pract. Exp.","SPIDER: An availability-aware framework for the service function chain placement in distributed scenarios.",db/journals/spe/spe53.html#SantosESK23
se,2023,"J. Syst. Softw.","Automating Feature Model maintainability evaluation using machine learning techniques.",db/journals/jss/jss195.html#SilvaBM23
se,2023,"J. Syst. Softw.","Software practitioners' point of view on technical debt payment.",db/journals/jss/jss196.html#FreireRPCCRMTLP23
se,2023,"J. Syst. Softw.","Software engineering research on the Robot Operating System: A systematic mapping study.",db/journals/jss/jss197.html#AlbonicoDHM23
se,2023,"J. Syst. Softw.","Spectrum-based feature localization for families of systems.",db/journals/jss/jss195.html#MichelonMSAAAE23
ds,2023,"Concurr. Comput. Pract. Exp.","Bio-inspired optimization to support the test data generation of concurrent software.",db/journals/concurrency/concurrency35.html#VilelaNPSS23
theory,2023,"Theor. Comput. Sci.","Complexity and approximability of Minimum Path-Collection Exact Covers.",db/journals/tcs/tcs942.html#RaveloF23
ds,2023,"Concurr. Comput. Pract. Exp.","Implicit propagation of directly addressed grids in lattice Boltzmann methods.",db/journals/concurrency/concurrency35.html#KummerlanderDFK23
theory,2023,"Theor. Comput. Sci.","Nearly tight bounds on the price of explainability for the -center and the maximum-spacing clustering problems.",db/journals/tcs/tcs949.html#LaberM23
theory,2023,"Theor. Comput. Sci.","Improved NP-hardness results for the minimum -spanner problem on bounded-degree graphs.",db/journals/tcs/tcs947.html#GomezMW23
theory,2023,"Theor. Comput. Sci.","Disconnected matchings.",db/journals/tcs/tcs956.html#GomesMPSS23
ds,2023,"Softw. Pract. Exp.","Data interplay: A model to optimize data usage in the Internet of Things.",db/journals/spe/spe53.html#AndradeSASP23
